"38","1_Observational",104.4092,10.13,10.76,"m","X[[i]]"
"39","1_Observational",115.672,2.46,3.26,"m","X[[i]]"
"40","1_Observational",98.3212,9.82,9.56,"m","X[[i]]"
"41","1_Observational",118.716,0.49,1.32,"f","X[[i]]"
"42","1_Observational",119.6292,7.34,4.82,"m","X[[i]]"
"43","1_Observational",100.452,52.53,17.25,"f","X[[i]]"
"44","1_Observational",97.408,12.24,16.43,"f","X[[i]]"
"45","1_Observational",111.7148,1.73,1.99,"m","X[[i]]"
"46","1_Observational",95.2772,39.79,20.73,"m","X[[i]]"
"47","1_Observational",92.2332,8.8,4.75,"f","X[[i]]"
"48","1_Observational",119.6292,1.47,5.2,"m","X[[i]]"
"49","1_Observational",111.7148,13.64,9.61,"f","X[[i]]"
"50","1_Observational",98.3212,14.99,4.36,"f","X[[i]]"
"51","1_Observational",96.4948,28.26,35.27,"m","X[[i]]"
"52","1_Observational",99.5388,14.59,6.85,"f","X[[i]]"
"53","1_Observational",113.5412,10.79,12.48,"f","X[[i]]"
"54","1_Observational",114.7588,6.75,2.85,"m","X[[i]]"
"55","1_Observational",95.2772,6.12,31.9,"f","X[[i]]"
"56","1_Observational",93.4508,2.95,19.34,"m","X[[i]]"
"57","1_Observational",97.408,6.49,1.33,"f","X[[i]]"
"58","1_Observational",113.5412,3.84,5.24,"f","X[[i]]"
"59","1_Observational",95.2772,9.67,12.38,"f","X[[i]]"
"60","1_Observational",104.4092,4.49,2.83,"f","X[[i]]"
"61","2_Generalization",121.76,4.38,3.66,"f","X[[i]]"
"62","2_Generalization",109.584,2.18,0.18,"m","X[[i]]"
"63","2_Generalization",118.716,1.98,1.83,"m","X[[i]]"
"64","2_Generalization",115.672,2.38,1.59,"f","X[[i]]"
"65","2_Generalization",122.6732,3.84,4.07,"f","X[[i]]"
"66","2_Generalization",110.4972,2.32,2.74,"m","X[[i]]"
"67","2_Generalization",116.5852,2.32,6.21,"m","X[[i]]"
"68","2_Generalization",109.584,2.95,4.27,"m","X[[i]]"
"69","2_Generalization",113.5412,7.39,2.25,"f","X[[i]]"
"70","2_Generalization",107.4532,2.93,5.27,"m","X[[i]]"
"71","2_Generalization",112.628,1.21,1.57,"m","X[[i]]"
"72","2_Generalization",106.54,2.98,2.24,"m","X[[i]]"
"73","2_Generalization",118.716,5.18,3.56,"f","X[[i]]"
"74","2_Generalization",118.716,1.28,0.93,"f","X[[i]]"
"75","2_Generalization",111.7148,6.52,1.19,"m","X[[i]]"
"76","2_Generalization",121.76,8.22,14.14,"m","X[[i]]"
"77","2_Generalization",108.6708,11.47,11.39,"m","X[[i]]"
"78","2_Generalization",109.584,3.26,7.92,"f","X[[i]]"
"79","2_Generalization",114.7588,2.4,12.82,"f","X[[i]]"
"80","2_Generalization",94.364,12.19,9.34,"f","X[[i]]"
"81","2_Generalization",95.2772,5.79,7.74,"m","X[[i]]"
"82","2_Generalization",102.5828,14.41,14.04,"m","X[[i]]"
"83","2_Generalization",116.5852,9.18,3.77,"f","X[[i]]"
"84","2_Generalization",109.584,6.13,4.72,"f","X[[i]]"
"85","2_Generalization",119.6292,12.87,7.55,"m","X[[i]]"
"86","2_Generalization",108.6708,9.16,25.15,"f","X[[i]]"
"87","2_Generalization",107.4532,4.86,13.45,"f","X[[i]]"
"88","2_Generalization",121.76,5.32,6.32,"f","X[[i]]"
"89","2_Generalization",111.7148,17.85,13.98,"f","X[[i]]"
"90","2_Generalization",125.7172,23.2,19.44,"m","X[[i]]"
"1","1_equidistant",126.76,14.6,9.25,"M","X[[i]]"
"2","1_equidistant",126.76,12.9,23,"M","X[[i]]"
"3","1_equidistant",105.32,6.9,12.3,"M","X[[i]]"
"4","1_equidistant",85.88,36.9,57.5,"M","X[[i]]"
"5","1_equidistant",119.32,7.3,7.45,"M","X[[i]]"
"6","1_equidistant",115.32,24.1,33.9,"M","X[[i]]"
"7","1_equidistant",130.76,20.9,12.4,"F","X[[i]]"
"8","1_equidistant",137.76,25.65,32.5,"F","X[[i]]"
"9","1_equidistant",115.32,13.55,6.55,"F","X[[i]]"
"10","1_equidistant",91.32,45.55,45.2,"F","X[[i]]"
"11","1_equidistant",88.88,41.2,60,"F","X[[i]]"
"12","1_equidistant",99.32,41.2,60,"F","X[[i]]"
"13","1_equidistant",95.32,50.7,60,"M","X[[i]]"
"14","1_equidistant",76.88,34.6,47.9,"M","X[[i]]"
"15","1_equidistant",117.32,41.05,35.25,"M","X[[i]]"
"16","1_equidistant",83.88,8.8,12.1,"M","X[[i]]"
"17","1_equidistant",125.76,12,6.35,"M","X[[i]]"
"18","1_equidistant",118.32,55.1,43.45,"M","X[[i]]"
"19","1_equidistant",124.76,19.25,10.65,"M","X[[i]]"
"20","1_equidistant",112.32,13.35,39.1,"F","X[[i]]"
"21","1_equidistant",98.32,35.2,34,"F","X[[i]]"
"22","1_equidistant",106.32,28,12.9,"F","X[[i]]"
"23","1_equidistant",94.32,8.1,46.8,"F","X[[i]]"
"24","1_equidistant",109.32,33.75,38,"F","X[[i]]"
"25","1_neartarget",97.32,39.2,60,"M","X[[i]]"
"26","1_neartarget",106.32,40.85,24.05,"M","X[[i]]"
"27","1_neartarget",93.32,51.55,32.8,"M","X[[i]]"
"28","1_neartarget",75.88,49.2,16.95,"M","X[[i]]"
"29","1_neartarget",75.88,45.15,60,"M","X[[i]]"
"30","1_neartarget",112.32,10,11.55,"M","X[[i]]"
"31","1_neartarget",80.88,32.5,59.7,"F","X[[i]]"
"32","1_neartarget",74.88,40.75,35.65,"F","X[[i]]"
"33","1_neartarget",99.32,60,51.2,"F","X[[i]]"
"34","1_neartarget",122.76,14.15,23.2,"F","X[[i]]"
"35","1_neartarget",77.88,60,45.8,"F","X[[i]]"
"36","1_neartarget",100.32,15.3,27.45,"F","X[[i]]"
"37","1_neartarget",101.32,8.2,15.2,"M","X[[i]]"
"38","1_neartarget",104.32,9,13.25,"M","X[[i]]"
"39","1_neartarget",107.32,21.1,23.3,"M","X[[i]]"
"40","1_neartarget",105.32,8.2,6.6,"M","X[[i]]"
"41","1_neartarget",78.88,60,42.15,"M","X[[i]]"
"42","1_neartarget",124.76,27.55,7.45,"M","X[[i]]"
"43","1_neartarget",86.88,33.3,9.8,"F","X[[i]]"
"44","1_neartarget",82.88,14.15,23.7,"F","X[[i]]"
"45","1_neartarget",110.32,12.35,8.95,"F","X[[i]]"
"46","1_neartarget",98.32,8.3,33.2,"F","X[[i]]"
"47","1_neartarget",77.88,32.1,37.2,"F","X[[i]]"
"48","1_neartarget",127.76,33.95,8.5,"F","X[[i]]"
"49","1_fartarget",122.76,11.8,12.35,"M","X[[i]]"
"50","1_fartarget",84.88,60,42.05,"M","X[[i]]"
"51","1_fartarget",93.32,40,26.2,"M","X[[i]]"
"52","1_fartarget",85.88,54.4,60,"M","X[[i]]"
"53","1_fartarget",104.32,24.6,34.95,"M","X[[i]]"
"54","1_fartarget",116.32,10.5,11.7,"M","X[[i]]"
"55","1_fartarget",72.88,41.65,49.15,"M","X[[i]]"
"56","1_fartarget",114.32,8.45,14.15,"F","X[[i]]"
"57","1_fartarget",92.32,41.7,29.3,"F","X[[i]]"
"58","1_fartarget",130.76,9.35,7.7,"F","X[[i]]"
"59","1_fartarget",75.88,60,40.35,"F","X[[i]]"
"60","1_fartarget",126.76,19.1,23.3,"F","X[[i]]"
"61","1_fartarget",84.88,28.4,20.45,"M","X[[i]]"
"62","1_fartarget",78.88,5.9,37.6,"M","X[[i]]"
"63","1_fartarget",96.32,15.6,7.65,"M","X[[i]]"
"64","1_fartarget",108.32,46.15,60,"M","X[[i]]"
"65","1_fartarget",107.32,37.25,26.25,"M","X[[i]]"
"66","1_fartarget",80.88,23.4,10.6,"M","X[[i]]"
"67","1_fartarget",105.32,56,60,"M","X[[i]]"
