subj,paper,MA_condition,ageday,exp_look,unexp_look,sex
534,liu2019,5_statechangecausal,107,5.69,12.25,f
535,liu2019,5_statechangecausal,112,3.41,7.82,f
536,liu2019,5_statechangecausal,109,22.99,35.05,m
537,liu2019,5_statechangecausal,121,8.79,16.78,m
538,liu2019,5_statechangecausal,92,8.52,16.28,f
539,liu2019,5_statechangecausal,98,6.34,22.55,m
540,liu2019,5_statechangecausal,119,13.18,12.78,m
541,liu2019,5_statechangecausal,120,9.59,6.73,m
542,liu2019,5_statechangecausal,109,8.89,26.88,f
543,liu2019,1_pickupglove,103,29.25,24.98,m
544,liu2019,1_pickupglove,102,20.39,30.41,f
545,liu2019,1_pickupglove,113,19.25,21.41,f
546,liu2019,1_pickupglove,101,21.31,21.02,m
547,liu2019,1_pickupglove,107,24.05,22.81,f
548,liu2019,1_pickupglove,100,8.55,5.86,f
549,liu2019,1_pickupglove,113,19.35,15.59,m
550,liu2019,1_pickupglove,122,8.93,6.85,m
551,liu2019,1_pickupglove,102,16.51,13.69,f
552,liu2019,1_pickupglove,105,16.52,5.99,f
553,liu2019,1_pickupglove,92,13.09,20.46,m
554,liu2019,1_pickupglove,110,11.05,18.74,m
555,liu2019,1_pickupglove,118,11.83,12.66,m
556,liu2019,1_pickupglove,114,34.74,40.02,f
557,liu2019,1_pickupglove,105,15.33,17.1,f
558,liu2019,1_pickupglove,111,18.09,24.68,f
559,liu2019,1_pickupglove,97,11.61,5.9,m
560,liu2019,1_pickupglove,110,7.73,17.67,f
561,liu2019,1_pickupglove,117,20.72,22.83,m
562,liu2019,1_pickupglove,116,8.58,11.9,f
563,liu2019,2_pickupbarehand,100,11.866667,7.596667,f
564,liu2019,2_pickupbarehand,107,18.316667,30.903333,m
565,liu2019,2_pickupbarehand,93,7.226667,7.873333,f
566,liu2019,2_pickupbarehand,116,4.556667,5.393333,m
567,liu2019,2_pickupbarehand,98,10.793333,8.786667,m
568,liu2019,2_pickupbarehand,117,4.236667,9.57,f
569,liu2019,2_pickupbarehand,104,3.11,4.336667,m
570,liu2019,2_pickupbarehand,116,4.913333,2.59,m
571,liu2019,2_pickupbarehand,118,11.643333,18.67,f
572,liu2019,2_pickupbarehand,101,5.53,5.64,f
573,liu2019,2_pickupbarehand,120,5.456667,5.73,f
574,liu2019,2_pickupbarehand,108,7.75,8.273333,m
575,liu2019,2_pickupbarehand,109,10.696667,9.36,m
576,liu2019,2_pickupbarehand,97,7.956667,13.206667,f
577,liu2019,2_pickupbarehand,104,4.453333,9,f
578,liu2019,2_pickupbarehand,110,5.64,7.013333,f
579,liu2019,2_pickupbarehand,113,13.28,9.71,f
580,liu2019,2_pickupbarehand,105,5.626667,6.58,m
581,liu2019,2_pickupbarehand,116,8.873333,9.253333,f
582,liu2019,2_pickupbarehand,107,8.793333,14.813333,f
583,woo_unpub,1_statechange_objectswap,120.32,12.38733333,16.524,f
584,woo_unpub,1_statechange_objectswap,95.32,13.158,10.676,m
585,woo_unpub,1_statechange_objectswap,95.32,45.254,45.22,m
586,woo_unpub,1_statechange_objectswap,101.32,10.336,12.58,f
587,woo_unpub,1_statechange_objectswap,95.32,5.661,15.198,m
588,woo_unpub,1_statechange_objectswap,103.32,9.945,11.22,f
589,woo_unpub,1_statechange_objectswap,103.32,44.55133333,34.82733333,f
590,woo_unpub,1_statechange_objectswap,119.32,28.93966667,43.37266667,f
591,woo_unpub,1_statechange_objectswap,115.32,9.814666667,26.18,f
592,woo_unpub,1_statechange_objectswap,120.32,15.742,8.318666667,m
593,woo_unpub,1_statechange_objectswap,109.32,11.084,20.842,f
594,woo_unpub,1_statechange_objectswap,103.32,31.994,30.85266667,f
595,woo_unpub,1_statechange_objectswap,109.32,26.57666667,21.27266667,m
596,woo_unpub,1_statechange_objectswap,119.32,15.95733333,15.82133333,m
597,woo_unpub,1_statechange_objectswap,105.32,22.97266667,23.74333333,m
598,woo_unpub,1_statechange_objectswap,100.32,21.39733333,10.22266667,m
599,woo_unpub,1_statechange_objectswap,99.32,40.12,29.784,m
600,woo_unpub,1_statechange_objectswap,97.32,32.58333333,28.88866667,m
601,woo_unpub,1_statechange_objectswap,93.32,9.939333333,18.45066667,m
602,woo_unpub,1_statechange_objectswap,104.32,14.63133333,9.758,m
603,woo_unpub,2_disambiguatingobjectgoal,100.32,1.416666667,3.556666667,f
604,woo_unpub,2_disambiguatingobjectgoal,121.76,3.96,18.665,m
605,woo_unpub,2_disambiguatingobjectgoal,119.32,4.93,3.575,m
606,woo_unpub,2_disambiguatingobjectgoal,98.32,5.145,10.12,m
607,woo_unpub,2_disambiguatingobjectgoal,96.32,10.28333333,6.36,f
608,woo_unpub,2_disambiguatingobjectgoal,97.32,6.956666667,16.81333333,f
609,woo_unpub,2_disambiguatingobjectgoal,115.32,2.443333333,3.646666667,f
610,woo_unpub,2_disambiguatingobjectgoal,97.32,1.57,1.723333333,f
611,woo_unpub,2_disambiguatingobjectgoal,114.32,8.67,9.763333333,m
612,woo_unpub,2_disambiguatingobjectgoal,95.32,12.88333333,10.10666667,m
613,woo_unpub,2_disambiguatingobjectgoal,113.32,2.893333333,8.16,m
614,woo_unpub,2_disambiguatingobjectgoal,109.32,9.183333333,8.04,f
615,woo_unpub,2_disambiguatingobjectgoal,113.32,3.456666667,5.526666667,f
616,woo_unpub,2_disambiguatingobjectgoal,96.32,5.79,22.77333333,m
617,woo_unpub,2_disambiguatingobjectgoal,111.32,7.603333333,7.6,m
618,woo_unpub,2_disambiguatingobjectgoal,99.32,10.76666667,10.07666667,m
619,woo_unpub,2_disambiguatingobjectgoal,97.32,10.79333333,11.49666667,f
620,woo_unpub,2_disambiguatingobjectgoal,98.32,4.06,12.41,m
621,woo_unpub,2_disambiguatingobjectgoal,91.32,46.13666667,64.75,m
622,woo_unpub,2_disambiguatingobjectgoal,94.32,11.58666667,34.12333333,m
623,woo_unpub,2_disambiguatingobjectgoal,96.32,7.47,9.49,m
624,woo_unpub,2_disambiguatingobjectgoal,121.32,18.27666667,7.53,f
625,woo_unpub,2_disambiguatingobjectgoal,109.32,3.946666667,6.17,m
626,woo_unpub,2_disambiguatingobjectgoal,91.32,24.26666667,23.17333333,m
627,woo_unpub,3_disambiguatinglocationgoal,99.32,16.26333333,17.99333333,f
628,woo_unpub,3_disambiguatinglocationgoal,116.32,5.173333333,19.46666667,m
629,woo_unpub,3_disambiguatinglocationgoal,111.32,10.11,8.58,f
630,woo_unpub,3_disambiguatinglocationgoal,90.88,6.33,6.17,m
631,woo_unpub,3_disambiguatinglocationgoal,93.32,13.37333333,34.17666667,m
632,woo_unpub,3_disambiguatinglocationgoal,114.32,15.37333333,43.45333333,m
633,woo_unpub,3_disambiguatinglocationgoal,92.32,19.03,12.56333333,m
634,woo_unpub,3_disambiguatinglocationgoal,120.32,3.953333333,4.6,f
635,woo_unpub,3_disambiguatinglocationgoal,92.32,3.953333333,25.36333333,m
636,woo_unpub,3_disambiguatinglocationgoal,94.32,2.74,2.426666667,f
637,woo_unpub,3_disambiguatinglocationgoal,103.32,3.916666667,14.23666667,f
638,woo_unpub,3_disambiguatinglocationgoal,106.32,5.583333333,14.55666667,m
639,woo_unpub,3_disambiguatinglocationgoal,121.32,2.963333333,1.206666667,m
640,woo_unpub,3_disambiguatinglocationgoal,121.32,6.87,16.20666667,m
641,woo_unpub,3_disambiguatinglocationgoal,115.32,4.74,4.183333333,f
642,woo_unpub,3_disambiguatinglocationgoal,92.32,16.82,21.81666667,m
643,woo_unpub,3_disambiguatinglocationgoal,94.32,4.82,8.363333333,m
644,woo_unpub,3_disambiguatinglocationgoal,119.32,4.525,5.5,f
645,woo_unpub,3_disambiguatinglocationgoal,120.32,5.763333333,6.433333333,f
646,woo_unpub,3_disambiguatinglocationgoal,91.32,3.13,5.52,f
647,woo_unpub,3_disambiguatinglocationgoal,91.32,17.15333333,6.376666667,f
648,woo_unpub,3_disambiguatinglocationgoal,102.32,5.003333333,18.11,m
649,woo_unpub,3_disambiguatinglocationgoal,121.32,3.116666667,8.176666667,f
650,woo_unpub,3_disambiguatinglocationgoal,121.32,3.476666667,2.993333333,m
